Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/8/7 (Monday) 14:3:24,599,59,7,LED ON,255,63.5 ug/L,32,32805,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:25,599,59,7,LED ON,255,63.5 ug/L,33,33468,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:25,599,59,7,LED ON,255,63.5 ug/L,34,34129,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,0,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:26,599,59,7,LED ON,255,63.5 ug/L,34,34793,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:27,599,59,7,LED ON,255,63.5 ug/L,35,35459,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:27,599,59,7,LED ON,255,63.5 ug/L,36,36121,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:28,599,59,7,LED ON,255,63.5 ug/L,36,36786,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:29,599,59,7,LED ON,255,63.5 ug/L,37,37448,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:29,599,59,7,LED ON,255,63.5 ug/L,38,38110,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:30,599,59,7,LED ON,255,63.5 ug/L,38,38772,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:31,599,59,7,LED ON,255,63.5 ug/L,39,39434,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:31,599,59,7,LED ON,255,63.5 ug/L,40,40096,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:32,599,59,7,LED ON,255,63.5 ug/L,40,40758,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:33,599,59,7,LED ON,255,63.5 ug/L,41,41426,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:33,599,59,7,LED ON,255,63.5 ug/L,42,42088,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:34,599,59,7,LED ON,255,63.5 ug/L,42,42751,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,3
2023/8/7 (Monday) 14:3:35,599,59,7,LED ON,255,63.5 ug/L,43,43414,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:35,599,59,7,LED ON,255,63.5 ug/L,44,44077,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:36,599,59,7,LED ON,255,63.5 ug/L,44,44739,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:37,599,59,7,LED ON,255,63.5 ug/L,45,45402,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:37,599,59,7,LED ON,255,63.5 ug/L,46,46067,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,0,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:38,599,59,7,LED ON,255,63.5 ug/L,46,46731,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:39,599,59,7,LED ON,255,63.5 ug/L,47,47394,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:39,599,59,7,LED ON,255,63.5 ug/L,48,48057,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:40,599,59,7,LED ON,255,63.5 ug/L,48,48724,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,3
2023/8/7 (Monday) 14:3:41,599,59,7,LED ON,255,63.5 ug/L,49,49388,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:41,599,59,7,LED ON,255,63.5 ug/L,50,50052,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:42,599,59,7,LED ON,255,63.5 ug/L,50,50719,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:43,599,59,7,LED ON,255,63.5 ug/L,51,51383,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:43,599,59,7,LED ON,255,63.5 ug/L,52,52048,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:44,599,59,7,LED ON,255,63.5 ug/L,52,52711,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:45,599,59,7,LED ON,255,63.5 ug/L,53,53376,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,0,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:45,599,59,7,LED ON,255,63.5 ug/L,54,54038,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,2
2023/8/7 (Monday) 14:3:46,599,59,7,LED ON,255,63.5 ug/L,54,54699,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:47,599,59,7,LED ON,255,63.5 ug/L,55,55361,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:47,599,59,7,LED ON,255,63.5 ug/L,56,56026,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,0,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:48,599,59,7,LED ON,255,63.5 ug/L,56,56692,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:49,599,59,7,LED ON,255,63.5 ug/L,57,57355,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:49,599,59,7,LED ON,255,63.5 ug/L,58,58020,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,2
2023/8/7 (Monday) 14:3:50,599,59,7,LED ON,255,63.5 ug/L,58,58682,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:51,599,59,7,LED ON,255,63.5 ug/L,59,59345,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:51,599,59,7,LED ON,255,63.5 ug/L,60,60009,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,2
2023/8/7 (Monday) 14:3:52,599,59,7,LED ON,255,63.5 ug/L,60,60672,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,3
2023/8/7 (Monday) 14:3:53,599,59,7,LED ON,255,63.5 ug/L,61,61334,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,2
2023/8/7 (Monday) 14:3:53,599,59,7,LED ON,255,63.5 ug/L,61,61997,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,3
2023/8/7 (Monday) 14:3:54,599,59,7,LED ON,255,63.5 ug/L,62,62660,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,0,0,4,27,28,11,38,2
2023/8/7 (Monday) 14:3:55,599,59,7,LED ON,255,63.5 ug/L,63,63322,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
2023/8/7 (Monday) 14:3:55,599,59,7,LED ON,255,63.5 ug/L,63,63985,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,2
2023/8/7 (Monday) 14:3:56,599,59,7,LED ON,255,63.5 ug/L,64,64646,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,38,3
2023/8/7 (Monday) 14:3:57,599,59,7,LED ON,255,63.5 ug/L,65,65307,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,0,0,1,0,4,27,28,11,39,3
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/8/7 (Monday) 14:4:25,599,59,7,LED ON,255,50.8 ug/L,0,977,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,0,0
2023/8/7 (Monday) 14:4:26,599,59,7,LED ON,255,50.8 ug/L,1,1639,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:27,599,59,7,LED ON,255,50.8 ug/L,2,2306,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:27,599,59,7,LED ON,255,50.8 ug/L,2,2968,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:28,599,59,7,LED ON,255,50.8 ug/L,3,3630,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:29,599,59,7,LED ON,255,50.8 ug/L,4,4293,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:29,599,59,7,LED ON,255,50.8 ug/L,4,4955,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:30,599,59,7,LED ON,255,50.8 ug/L,5,5619,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
2023/8/7 (Monday) 14:4:31,599,59,7,LED ON,255,50.8 ug/L,6,6282,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,22,22,9,31,2
